OTHER,T_NAMEC,CC_NAMEC,JUDGE_NAMEC,TTAS_DEGREE,NHI_DEGREE
T070301,T07頸部外傷,T0703頸部撕裂傷、擦傷,心跳/呼吸停止,1,1
T070315,T07頸部外傷,T0703頸部撕裂傷、擦傷,加壓後已止血,3,3
T070303,T07頸部外傷,T0703頸部撕裂傷、擦傷,休克,1,1
T070306,T07頸部外傷,T0703頸部撕裂傷、擦傷,血行動力循環不足,2,2
T070313,T07頸部外傷,T0703頸部撕裂傷、擦傷,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
T070318,T07頸部外傷,T0703頸部撕裂傷、擦傷,表淺撕裂性/出血已停止,4,4
T070316,T07頸部外傷,T0703頸部撕裂傷、擦傷,急性中樞中度疼痛(4-7),3,3
T070308,T07頸部外傷,T0703頸部撕裂傷、擦傷,急性中樞重度疼痛(8-10),2,2
T070317,T07頸部外傷,T0703頸部撕裂傷、擦傷,急性中樞輕度疼痛(＜4),4,4
T070302,T07頸部外傷,T0703頸部撕裂傷、擦傷,重度呼吸窘迫(＜90%),1,1
T070309,T07頸部外傷,T0703頸部撕裂傷、擦傷,高危險性受傷機轉,2,2
T070311,T07頸部外傷,T0703頸部撕裂傷、擦傷,無法控制的出血,2,2
T070304,T07頸部外傷,T0703頸部撕裂傷、擦傷,無意識(GCS3-8),1,1
T070307,T07頸部外傷,T0703頸部撕裂傷、擦傷,意識程度改變(GCS9-13),2,2
T070312,T07頸部外傷,T0703頸部撕裂傷、擦傷,輕度呼吸窘迫(92-94%),3,3
T070314,T07頸部外傷,T0703頸部撕裂傷、擦傷,凝血異常-中度或輕度的出血,3,3
T070310,T07頸部外傷,T0703頸部撕裂傷、擦傷,凝血異常-危及生命或肢體的出血,2,2
T070319,T07頸部外傷,T0703頸部撕裂傷、擦傷,擦傷,5,5
T080105,T08胸部外傷,T0801胸部鈍傷,中度呼吸窘迫(＜92%),2,2
T080101,T08胸部外傷,T0801胸部鈍傷,心跳/呼吸停止,1,1
T080103,T08胸部外傷,T0801胸部鈍傷,休克,1,1
T080106,T08胸部外傷,T0801胸部鈍傷,血行動力循環不足,2,2
T080112,T08胸部外傷,T0801胸部鈍傷,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
T080113,T08胸部外傷,T0801胸部鈍傷,急性中樞中度疼痛(4-7),3,3
T080108,T08胸部外傷,T0801胸部鈍傷,急性中樞重度疼痛(8-10),2,2
T080118,T08胸部外傷,T0801胸部鈍傷,急性中樞輕度疼痛(＜4),4,4
T080119,T08胸部外傷,T0801胸部鈍傷,急性周邊中度疼痛(4-7)胸壁,4,4
T080114,T08胸部外傷,T0801胸部鈍傷,急性周邊重度疼痛(8-10)胸壁,3,3
T050104,T05鼻子外傷,T0501鼻子鈍傷,凝血異常-危及生命或肢體的出血,2,2
T050210,T05鼻子外傷,T0502鼻子撕裂傷、擦傷,加壓後已止血,3,3
T050201,T05鼻子外傷,T0502鼻子撕裂傷、擦傷,中度呼吸窘迫(＜92%),2,2
T050202,T05鼻子外傷,T0502鼻子撕裂傷、擦傷,血行動力循環不足,2,2
T050207,T05鼻子外傷,T0502鼻子撕裂傷、擦傷,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
T050211,T05鼻子外傷,T0502鼻子撕裂傷、擦傷,急性周邊中度疼痛(4-7),4,4
T050208,T05鼻子外傷,T0502鼻子撕裂傷、擦傷,急性周邊重度疼痛(8-10),3,3
T050213,T05鼻子外傷,T0502鼻子撕裂傷、擦傷,急性周邊輕度疼痛(＜4),5,5
T050205,T05鼻子外傷,T0502鼻子撕裂傷、擦傷,無法控制的出血,2,2
T050203,T05鼻子外傷,T0502鼻子撕裂傷、擦傷,意識程度改變(GCS9-13),2,2
T050206,T05鼻子外傷,T0502鼻子撕裂傷、擦傷,輕度呼吸窘迫(92-94%),3,3
T050209,T05鼻子外傷,T0502鼻子撕裂傷、擦傷,凝血異常-中度或輕度的出血,3,3
T050204,T05鼻子外傷,T0502鼻子撕裂傷、擦傷,凝血異常-危及生命或肢體的出血,2,2
T050214,T05鼻子外傷,T0502鼻子撕裂傷、擦傷,擦傷,5,5
T060101,T06耳朵外傷,T0601耳朵鈍傷,中度呼吸窘迫(＜92%),2,2
T060102,T06耳朵外傷,T0601耳朵鈍傷,血行動力循環不足,2,2
T060105,T06耳朵外傷,T0601耳朵鈍傷,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
T060109,T06耳朵外傷,T0601耳朵鈍傷,急性周邊中度疼痛(4-7),4,4
T060106,T06耳朵外傷,T0601耳朵鈍傷,急性周邊重度疼痛(8-10),3,3
T060110,T06耳朵外傷,T0601耳朵鈍傷,急性周邊輕度疼痛(＜4),5,5
T060108,T06耳朵外傷,T0601耳朵鈍傷,急性或突發性聽力改變,3,3
T060111,T06耳朵外傷,T0601耳朵鈍傷,軟組織挫傷/血腫,5,5
T060103,T06耳朵外傷,T0601耳朵鈍傷,意識程度改變(GCS9-13),2,2
T060104,T06耳朵外傷,T0601耳朵鈍傷,輕度呼吸窘迫(92-94%),3,3
T060107,T06耳朵外傷,T0601耳朵鈍傷,凝血異常-中度或輕度的出血,3,3
T060201,T06耳朵外傷,T0602耳朵撕裂傷、擦傷,中度呼吸窘迫(＜92%),2,2
T060210,T06耳朵外傷,T0602耳朵撕裂傷、擦傷,加壓後已止血,3,3
T060204,T06耳朵外傷,T0602耳朵撕裂傷、擦傷,外耳切除,2,2
T060202,T06耳朵外傷,T0602耳朵撕裂傷、擦傷,血行動力循環不足,2,2
T060207,T06耳朵外傷,T0602耳朵撕裂傷、擦傷,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
T060212,T06耳朵外傷,T0602耳朵撕裂傷、擦傷,表淺撕裂性/出血已停止,4,4
T060211,T06耳朵外傷,T0602耳朵撕裂傷、擦傷,急性周邊中度疼痛(4-7),4,4
T060208,T06耳朵外傷,T0602耳朵撕裂傷、擦傷,急性周邊重度疼痛(8-10),3,3
T060213,T06耳朵外傷,T0602耳朵撕裂傷、擦傷,急性周邊輕度疼痛(＜4),5,5
T060205,T06耳朵外傷,T0602耳朵撕裂傷、擦傷,無法控制的出血,2,2
T060203,T06耳朵外傷,T0602耳朵撕裂傷、擦傷,意識程度改變(GCS9-13),2,2
T060206,T06耳朵外傷,T0602耳朵撕裂傷、擦傷,輕度呼吸窘迫(92-94%),3,3
T060209,T06耳朵外傷,T0602耳朵撕裂傷、擦傷,凝血異常-中度或輕度的出血,3,3
T060214,T06耳朵外傷,T0602耳朵撕裂傷、擦傷,擦傷,5,5
T070105,T07頸部外傷,T0701頸部鈍傷,中度呼吸窘迫(＜92%),2,2
T070101,T07頸部外傷,T0701頸部鈍傷,心跳/呼吸停止,1,1
T070103,T07頸部外傷,T0701頸部鈍傷,休克,1,1
T070106,T07頸部外傷,T0701頸部鈍傷,血行動力循環不足,2,2
T070114,T07頸部外傷,T0701頸部鈍傷,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
T070115,T07頸部外傷,T0701頸部鈍傷,急性中樞中度疼痛(4-7),3,3
T070108,T07頸部外傷,T0701頸部鈍傷,急性中樞重度疼痛(8-10),2,2
T070118,T07頸部外傷,T0701頸部鈍傷,急性中樞輕度疼痛(＜4),4,4
T070102,T07頸部外傷,T0701頸部鈍傷,重度呼吸窘迫(＜90%),1,1
T070117,T07頸部外傷,T0701頸部鈍傷,脊椎被長時間固定,3,3
T030302,T03顏面部外傷,T0303顏面部撕裂傷、擦傷,休克,1,1
T030305,T03顏面部外傷,T0303顏面部撕裂傷、擦傷,血行動力循環不足,2,2
T080203,T08胸部外傷,T0802胸部穿刺傷,休克,1,1
T080206,T08胸部外傷,T0802胸部穿刺傷,血行動力循環不足,2,2
T080208,T08胸部外傷,T0802胸部穿刺傷,急性中樞重度疼痛(8-10),2,2
T080202,T08胸部外傷,T0802胸部穿刺傷,重度呼吸窘迫(＜90%),1,1
T080209,T08胸部外傷,T0802胸部穿刺傷,胸部穿刺傷,2,2
T080210,T08胸部外傷,T0802胸部穿刺傷,胸部槍傷,2,2
T080204,T08胸部外傷,T0802胸部穿刺傷,無意識(GCS3-8),1,1
T080207,T08胸部外傷,T0802胸部穿刺傷,意識程度改變(GCS9-13),2,2
T080211,T08胸部外傷,T0802胸部穿刺傷,凝血異常-危及生命或肢體的出血,2,2
T080305,T08胸部外傷,T0803胸部撕裂傷、擦傷,中度呼吸窘迫(＜92%),2,2
T080316,T08胸部外傷,T0803胸部撕裂傷、擦傷,加壓後已止血,3,3
T080303,T08胸部外傷,T0803胸部撕裂傷、擦傷,休克,1,1
T080306,T08胸部外傷,T0803胸部撕裂傷、擦傷,血行動力循環不足,2,2
T080313,T08胸部外傷,T0803胸部撕裂傷、擦傷,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
T080318,T08胸部外傷,T0803胸部撕裂傷、擦傷,表淺撕裂性/出血已停止,4,4
T080314,T08胸部外傷,T0803胸部撕裂傷、擦傷,急性中樞中度疼痛(4-7),3,3
T080308,T08胸部外傷,T0803胸部撕裂傷、擦傷,急性中樞重度疼痛(8-10),2,2
T080317,T08胸部外傷,T0803胸部撕裂傷、擦傷,急性中樞輕度疼痛(＜4),4,4
T080302,T08胸部外傷,T0803胸部撕裂傷、擦傷,重度呼吸窘迫(＜90%),1,1
T080309,T08胸部外傷,T0803胸部撕裂傷、擦傷,高危險性受傷機轉,2,2
T080311,T08胸部外傷,T0803胸部撕裂傷、擦傷,無法控制的出血,2,2
T080304,T08胸部外傷,T0803胸部撕裂傷、擦傷,無意識(GCS3-8),1,1
T080307,T08胸部外傷,T0803胸部撕裂傷、擦傷,意識程度改變(GCS9-13),2,2
T080312,T08胸部外傷,T0803胸部撕裂傷、擦傷,輕度呼吸窘迫(92-94%),3,3
T080315,T08胸部外傷,T0803胸部撕裂傷、擦傷,凝血異常-中度或輕度的出血,3,3
T080310,T08胸部外傷,T0803胸部撕裂傷、擦傷,凝血異常-危及生命或肢體的出血,2,2
T080319,T08胸部外傷,T0803胸部撕裂傷、擦傷,擦傷,5,5
T090105,T09腹部(含骨盆)外傷,T0901腹部(含骨盆)鈍傷,中度呼吸窘迫(＜92%),2,2
T090101,T09腹部(含骨盆)外傷,T0901腹部(含骨盆)鈍傷,心跳/呼吸停止,1,1
T090103,T09腹部(含骨盆)外傷,T0901腹部(含骨盆)鈍傷,休克,1,1
T090106,T09腹部(含骨盆)外傷,T0901腹部(含骨盆)鈍傷,血行動力循環不足,2,2
T090112,T09腹部(含骨盆)外傷,T0901腹部(含骨盆)鈍傷,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
T090113,T09腹部(含骨盆)外傷,T0901腹部(含骨盆)鈍傷,急性中樞中度疼痛(4-7),3,3
T090108,T09腹部(含骨盆)外傷,T0901腹部(含骨盆)鈍傷,急性中樞重度疼痛(8-10),2,2
T090116,T09腹部(含骨盆)外傷,T0901腹部(含骨盆)鈍傷,急性中樞輕度疼痛(＜4),5,5
T070109,T07頸部外傷,T0701頸部鈍傷,高危險性受傷機轉,2,2
T070119,T07頸部外傷,T0701頸部鈍傷,軟組織挫傷/血腫,5,5
T070104,T07頸部外傷,T0701頸部鈍傷,無意識(GCS3-8),1,1
T070107,T07頸部外傷,T0701頸部鈍傷,意識程度改變(GCS9-13),2,2
T070111,T07頸部外傷,T0701頸部鈍傷,新出現的神經功能缺損,2,2
T070113,T07頸部外傷,T0701頸部鈍傷,輕度呼吸窘迫(92-94%),3,3
T070112,T07頸部外傷,T0701頸部鈍傷,嘶啞聲或無法言語,2,2
T070116,T07頸部外傷,T0701頸部鈍傷,凝血異常-中度或輕度的出血,3,3
T070110,T07頸部外傷,T0701頸部鈍傷,凝血異常-危及生命或肢體的出血,2,2
T070205,T07頸部外傷,T0702頸部穿刺傷,中度呼吸窘迫(＜92%),2,2
T070201,T07頸部外傷,T0702頸部穿刺傷,心跳/呼吸停止,1,1
T070203,T07頸部外傷,T0702頸部穿刺傷,休克,1,1
E010102,E01環境,E0101昆蟲螫傷,休克,1,1
T070208,T07頸部外傷,T0702頸部穿刺傷,急性中樞重度疼痛(8-10),2,2
T070202,T07頸部外傷,T0702頸部穿刺傷,重度呼吸窘迫(＜90%),1,1
T070204,T07頸部外傷,T0702頸部穿刺傷,無意識(GCS3-8),1,1
T070207,T07頸部外傷,T0702頸部穿刺傷,意識程度改變(GCS9-13),2,2
T070212,T07頸部外傷,T0702頸部穿刺傷,新出現的神經功能缺損,2,2
T070213,T07頸部外傷,T0702頸部穿刺傷,嘶啞聲或無法言語,2,2
T070211,T07頸部外傷,T0702頸部穿刺傷,凝血異常-危及生命或肢體的出血,2,2
T070209,T07頸部外傷,T0702頸部穿刺傷,頸部穿刺傷,2,2
T070210,T07頸部外傷,T0702頸部穿刺傷,頸部槍傷,2,2
T070305,T07頸部外傷,T0703頸部撕裂傷、擦傷,中度呼吸窘迫(＜92%),2,2
T130112,T13皮膚外傷,T1301燒燙傷,急性周邊重度疼痛(8-10),3,3
T130116,T13皮膚外傷,T1301燒燙傷,急性周邊輕度疼痛(＜4),5,5
T130101,T13皮膚外傷,T1301燒燙傷,重度呼吸窘迫(＜90%),1,1
T130103,T13皮膚外傷,T1301燒燙傷,無意識(GCS3-8),1,1
T130109,T13皮膚外傷,T1301燒燙傷,疑似吸入性灼傷,2,2
T130110,T13皮膚外傷,T1301燒燙傷,輕度呼吸窘迫(92-94%),3,3
T140101,T14一般和其他傷害,T1401確定或疑似性侵害,確定或疑似性侵害,1,1
T140205,T14一般和其他傷害,T1402家庭暴力,中度呼吸窘迫(＜92%),2,2
T140201,T14一般和其他傷害,T1402家庭暴力,心跳/呼吸停止,1,1
T140203,T14一般和其他傷害,T1402家庭暴力,休克,1,1
T140206,T14一般和其他傷害,T1402家庭暴力,血行動力循環不足,2,2
T140212,T14一般和其他傷害,T1402家庭暴力,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
T140213,T14一般和其他傷害,T1402家庭暴力,急性中樞中度疼痛(4-7),3,3
T140208,T14一般和其他傷害,T1402家庭暴力,急性中樞重度疼痛(8-10),2,2
T140215,T14一般和其他傷害,T1402家庭暴力,急性中樞輕度疼痛(＜4),4,4
T140216,T14一般和其他傷害,T1402家庭暴力,急性周邊中度疼痛(4-7),4,4
T140214,T14一般和其他傷害,T1402家庭暴力,急性周邊重度疼痛(8-10),3,3
T140217,T14一般和其他傷害,T1402家庭暴力,急性周邊輕度疼痛(＜4),5,5
T140202,T14一般和其他傷害,T1402家庭暴力,重度呼吸窘迫(＜90%),1,1
T140209,T14一般和其他傷害,T1402家庭暴力,高危險性受傷機轉,2,2
T140218,T14一般和其他傷害,T1402家庭暴力,軟組織挫傷/血腫,5,5
T140204,T14一般和其他傷害,T1402家庭暴力,無意識(GCS3-8),1,1
T140207,T14一般和其他傷害,T1402家庭暴力,意識程度改變(GCS9-13),2,2
T140210,T14一般和其他傷害,T1402家庭暴力,新出現的神經功能缺損,2,2
T140211,T14一般和其他傷害,T1402家庭暴力,輕度呼吸窘迫(92-94%),3,3
E010105,E01環境,E0101昆蟲螫傷,血行動力循環不足,2,2
E010110,E01環境,E0101昆蟲螫傷,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
E010114,E01環境,E0101昆蟲螫傷,局部性紅疹/水泡(過敏反應),4,4
E010111,E01環境,E0101昆蟲螫傷,急性周邊重度疼痛(8-10),3,3
E010115,E01環境,E0101昆蟲螫傷,急性周邊輕度疼痛(＜4),5,5
E010101,E01環境,E0101昆蟲螫傷,重度呼吸窘迫(＜90%),1,1
E010106,E01環境,E0101昆蟲螫傷,意識程度改變(GCS9-13),2,2
E010109,E01環境,E0101昆蟲螫傷,輕度呼吸窘迫(92-94%),3,3
E010116,E01環境,E0101昆蟲螫傷,輕微螫傷，生命徵象正常，無發燒，無疼痛不適,5,5
E010112,E01環境,E0101昆蟲螫傷,廣泛性紅疹/水泡,3,3
E010204,E01環境,E0102海洋生物螫咬,中度呼吸窘迫(＜92%),2,2
E010202,E01環境,E0102海洋生物螫咬,休克,1,1
E010205,E01環境,E0102海洋生物螫咬,血行動力循環不足,2,2
E010210,E01環境,E0102海洋生物螫咬,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
E010211,E01環境,E0102海洋生物螫咬,急性周邊重度疼痛(8-10),3,3
E010215,E01環境,E0102海洋生物螫咬,急性周邊輕度疼痛(＜4),5,5
E010201,E01環境,E0102海洋生物螫咬,重度呼吸窘迫(＜90%),1,1
E010203,E01環境,E0102海洋生物螫咬,無意識(GCS3-8),1,1
T120705,T12肢體外傷,T1207下肢穿刺傷,血行動力循環不足,2,2
T120713,T12肢體外傷,T1207下肢穿刺傷,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
T120718,T12肢體外傷,T1207下肢穿刺傷,表淺撕裂性/出血已停止,4,4
T120717,T12肢體外傷,T1207下肢穿刺傷,急性周邊中度疼痛(4-7),4,4
T120714,T12肢體外傷,T1207下肢穿刺傷,急性周邊重度疼痛(8-10),3,3
T120719,T12肢體外傷,T1207下肢穿刺傷,急性周邊輕度疼痛(＜4),5,5
T120701,T12肢體外傷,T1207下肢穿刺傷,重度呼吸窘迫(＜90%),1,1
T120711,T12肢體外傷,T1207下肢穿刺傷,神經受損或肢體血管循環不佳徵象,2,2
T120710,T12肢體外傷,T1207下肢穿刺傷,無法控制的出血,2,2
T120703,T12肢體外傷,T1207下肢穿刺傷,無意識(GCS3-8),1,1
T120706,T12肢體外傷,T1207下肢穿刺傷,意識程度改變(GCS9-13),2,2
T120712,T12肢體外傷,T1207下肢穿刺傷,輕度呼吸窘迫(92-94%),3,3
T120707,T12肢體外傷,T1207下肢穿刺傷,膝蓋以上的穿刺傷,2,2
T120715,T12肢體外傷,T1207下肢穿刺傷,凝血異常-中度或輕度的出血,3,3
T120709,T12肢體外傷,T1207下肢穿刺傷,凝血異常-危及生命或肢體的出血,2,2
T120801,T12肢體外傷,T1208下肢撕裂傷、擦傷,中度呼吸窘迫(＜92%),2,2
T120811,T12肢體外傷,T1208下肢撕裂傷、擦傷,加壓後已止血,3,3
T120802,T12肢體外傷,T1208下肢撕裂傷、擦傷,血行動力循環不足,2,2
T120808,T12肢體外傷,T1208下肢撕裂傷、擦傷,血壓或心跳有異於病人之平常數值，但血行動力穩定,3,3
T120813,T12肢體外傷,T1208下肢撕裂傷、擦傷,表淺撕裂性/出血已停止,4,4
T120812,T12肢體外傷,T1208下肢撕裂傷、擦傷,急性周邊中度疼痛(4-7),4,4
T120809,T12肢體外傷,T1208下肢撕裂傷、擦傷,急性周邊重度疼痛(8-10),3,3
T120814,T12肢體外傷,T1208下肢撕裂傷、擦傷,急性周邊輕度疼痛(＜4),5,5
T120804,T12肢體外傷,T1208下肢撕裂傷、擦傷,高危險性受傷機轉,2,2
T120806,T12肢體外傷,T1208下肢撕裂傷、擦傷,無法控制的出血,2,2
T120803,T12肢體外傷,T1208下肢撕裂傷、擦傷,意識程度改變(GCS9-13),2,2
T120807,T12肢體外傷,T1208下肢撕裂傷、擦傷,輕度呼吸窘迫(92-94%),3,3
T120810,T12肢體外傷,T1208下肢撕裂傷、擦傷,凝血異常-中度或輕度的出血,3,3
T120805,T12肢體外傷,T1208下肢撕裂傷、擦傷,凝血異常-危及生命或肢體的出血,2,2
T120815,T12肢體外傷,T1208下肢撕裂傷、擦傷,擦傷,5,5
T120903,T12肢體外傷,T1209下肢關節扭傷,急性周邊中度疼痛(4-7),4,4
T120902,T12肢體外傷,T1209下肢關節扭傷,急性周邊重度疼痛(8-10),3,3
T120904,T12肢體外傷,T1209下肢關節扭傷,急性周邊輕度疼痛(＜4),5,5
T120901,T12肢體外傷,T1209下肢關節扭傷,凝血異常-中度或輕度的出血,3,3
T120905,T12肢體外傷,T1209下肢關節扭傷,關節扭傷,5,5
T121005,T12肢體外傷,T1210下肢創傷性截肢,中度呼吸窘迫(＜92%),2,2
T121002,T12肢體外傷,T1210下肢創傷性截肢,休克,1,1
T121006,T12肢體外傷,T1210下肢創傷性截肢,血行動力循環不足,2,2
T121001,T12肢體外傷,T1210下肢創傷性截肢,重度呼吸窘迫(＜90%),1,1
T121008,T12肢體外傷,T1210下肢創傷性截肢,高危險性受傷機轉,2,2
T121003,T12肢體外傷,T1210下肢創傷性截肢,無意識(GCS3-8),1,1
T121007,T12肢體外傷,T1210下肢創傷性截肢,意識程度改變(GCS9-13),2,2
T121010,T12肢體外傷,T1210下肢創傷性截肢,腳趾創傷性截肢,2,2
T121004,T12肢體外傷,T1210下肢創傷性截肢,腳掌或以上創傷性截肢,1,1
